Date,Ryanair,Lufthansa,Southwest,American Airlines
2018-01-12,0.04688376090884261,-0.010420863352826437,0.0004610392843773514,0.09483323087792472
2018-01-19,0.03779569432474261,-0.034604961388133626,-0.013378422923113087,-0.01564757850044851
2018-01-26,-0.010675179231551368,-0.04757684299925502,-0.08729141055311573,-0.10821023543219832
2018-02-02,0.023898822786650342,0.010846014252015146,0.0038543635792177566,0.020269282465224414
2018-02-09,0.01242020730086868,-0.012482962247332696,-0.003056349386392654,-0.01838047447674862
2018-02-16,0.03478281730203259,-0.023985339930897354,0.00689911575707014,0.0235728266934776
2018-02-23,-0.028456187834260738,0.00755026049750307,-0.010324520385466385,0.02957180261603254
2018-03-02,-0.006438815431541234,-0.00023962379151420965,0.017297708974337134,0.01646853046799912
2018-03-09,0.008778531650746713,-0.0659040170752686,-0.0005091778368231381,0.018925199774834756
2018-03-16,0.022095356145919065,0.06092716819520183,0.032502906639975016,0.00045309524309544713
2018-03-23,0.0490219803921651,0.003226508429843289,-0.009135103516600629,-0.019739997985880997
2018-03-30,-0.02711760691764986,-0.0026724938189754965,-0.010453359189844802,-0.0017026792301815252
2018-04-06,0.00898084751866457,0.02958919029921392,-0.02095857097672804,-0.018356689454740005
2018-04-13,-0.02718002493317717,-0.014587288605860005,-0.023879345554775444,-0.1077906290919588
2018-04-20,-0.06131965490774649,-0.016535322783854944,-0.010657703896357451,0.01462841362437195
2018-04-27,-0.03893266137022944,-0.06215123230070929,-0.022553813634015873,-0.0721669280648819
2018-05-04,0.030680324570284134,0.026453603500591227,-0.011580447028726737,-0.010011616298436055
2018-05-11,-0.03915946252028579,0.006935280992643511,-0.030204506111287777,-0.02788392105125559
2018-05-18,0.00917421607654445,-0.012911865226237551,0.0002606785147621915,0.023717540491464684
2018-05-25,0.0753674122618957,-0.011600842247881826,0.00975609763740204,0.03218807089167419
2018-06-01,-0.025513337496088973,-0.046209456100159696,-0.040827608956704786,-0.025146356857163155
2018-06-08,-0.026560496127939426,-0.035019157207356155,-0.022580971981931097,-0.036467095188396526
2018-06-15,-0.0031329320705993924,-0.001966504644789757,0.033449951857979165,-0.008113403093751748
2018-06-22,0.015515702992073055,-0.0006712156202623998,0.003740435858593405,-0.024286347321025414
2018-06-29,-0.013914678639842082,-0.08045600214304371,-0.006589293626420245,-0.06873023318284499
2018-07-06,-0.01787437498587885,-0.03903455476155515,0.02130849973407911,-0.01182333715602546
2018-07-13,-0.0012531613594293223,-0.0011101522005703135,-0.008397118828635142,-0.04049967642207142
2018-07-20,0.010203995691028256,0.04542493615432752,0.006218486396109446,0.020288651053017137
2018-07-27,-0.08061407345980498,0.023016820807162608,0.08658089529389601,0.04171856067041668
2018-08-03,-0.0778230885260206,0.050702927031065714,-0.02425335341221113,-0.03963594153963035
2018-08-10,-0.03385828862987583,-0.013876033497643991,0.030010537618162858,-0.02517281627414003
2018-08-17,0.009863556306361154,0.007625577053117283,0.005749668411252573,0.008277238361949824
2018-08-24,0.0048111763434066646,0.009525323520452877,0.015993445704737264,0.018638782832413936
2018-08-31,0.01325256203208447,-0.05515417839972969,-0.004250733791042016,0.03342838175691232
2018-09-07,-0.04812336720791188,-0.0030548881749453694,0.020072363760925027,-0.04035807662767421
2018-09-14,-0.010970473636324307,0.010035305131741667,-0.0030338514338605904,0.022492149793547522
2018-09-21,0.016922776530869266,0.017085227175785977,0.012964863500316559,0.08863193452830931
2018-09-28,-0.01882671754811771,-0.08453686379523384,-0.015343952633387281,-0.046708610041227394
2018-10-05,-0.13050444952941775,-0.06137524559494889,-0.012668328355899372,-0.10856649669476226
2018-10-12,0.0007162935500132361,0.017641911380809394,-0.01906881758308765,-0.11071066368634042
2018-10-19,0.03585785477147874,-0.06509556732281718,0.012835711269398642,0.03632284151736376
2018-10-26,0.0402668590072377,0.09011058184712928,-0.10766990095329976,0.05252293490854876
2018-11-02,0.015219287881109489,0.022978714952345936,0.020968425037002136,0.09501250774699743
2018-11-09,0.010682298979173943,0.003528920307873218,-0.008351531884580154,-0.021557337955084743
2018-11-16,-0.07637884509799298,0.0116410942181151,0.017802131937064813,0.030720426104021814
2018-11-23,0.08428290057999199,0.07561903172639661,0.03980355639155719,0.07055521002576681
2018-11-30,-0.06484177333189112,-0.02025755793067363,-0.011837279516810018,0.009760690484981183
2018-12-07,-0.03594282900908119,-0.06372320362179129,-0.010692881391345721,-0.11804938327971648
2018-12-14,-0.02684632164507872,0.0272112497810848,-0.012145097729013177,-0.021972309007747604
2018-12-21,0.025747085587831897,0.09625949725742533,-0.0121385119102011,0.020219696378256602
2018-12-28,0.0008140831615908173,-0.039646053210085186,-0.010973922675663106,0.005511089192541618
2019-01-04,0.0014447812816382744,-0.014525008556316443,0.004938384138738705,-0.011988353462848433
2019-01-11,-0.03350567712710317,-0.02312843736102166,-0.011613322384316227,-0.03289417919895532
2019-01-18,-0.11838917929102832,0.02302652220032675,0.03418493963528113,0.03956314449039233
2019-01-25,0.06625814744255709,0.06361877235399527,0.06835154072031069,0.03195981975314133
2019-02-01,0.005765973281556924,-0.014319404483655429,0.023430089954812994,0.01662943191163091
2019-02-08,-0.005676550262728508,-0.014487855295077567,0.008603244502123353,-0.0008271208081490622
2019-02-15,-0.007706443742425906,-0.0012099581533575599,-0.024141274692177417,-0.05139745289891884
2019-02-22,0.011687368732206549,0.038105875719990134,-0.07686051495123247,0.006403714259179738
2019-03-01,0.051209520214049675,-0.020641400235693275,0.009481927764569686,-0.02789672740645499
2019-03-08,-0.03528595825834391,-0.014947940132681192,-0.022833211286567567,-0.05718909388321025
2019-03-15,0.010504713223290496,-0.07413690035231024,-0.03667586932378286,-0.043991477581534544
2019-03-22,-0.05375270088308548,-0.06232941552516447,-0.032193476659667986,-0.01964933685844361
2019-03-29,0.036669468989291465,-0.01635481845391562,0.04048522065056659,0.026898002265760335
2019-04-05,-0.03392679498446016,0.037428938053494676,0.005231177973768819,0.05183531357365245
2019-04-12,0.036989722182261264,0.04420399283375853,-0.007325006018241265,0.013425386420853336
2019-04-19,0.08102625771357963,0.040873774439541544,-0.017062047398274882,-0.00840608199285453
2019-04-26,-0.07267163866363469,-0.03280198345273799,0.003335206301867011,-0.05011086028047984
2019-05-03,-0.031122805909771123,-0.048975520888267954,0.010120702944087068,0.050369674167628276
2019-05-10,-0.030628752236787293,-0.06594119522899355,0.005396619009215953,0.0016331190281032582
2019-05-17,-0.031620345332546096,-0.004859189132079833,-0.0018902437852093001,-0.05860597925020394
2019-05-24,0.021835000577843156,-0.03406127380190793,-0.009160529792924477,-0.06926559498115858
2019-05-31,-0.03943115699739863,0.00550702459222896,-0.04321908739218028,-0.04032194431479885
2019-06-07,-0.026896126699603284,-0.012690490396849441,0.0181251700995253,0.09144352444552406
2019-06-14,-0.020725354908881166,0.0012241113818400873,0.024040177623199988,0.05217416326469304
2019-06-21,-0.07024213653100975,-0.18450975186744145,-0.03298795754796924,-0.05595416418719312
2019-06-28,0.03530029360040432,0.02016115716810085,-0.006222032729414573,0.03589136287573358
2019-07-05,0.03834222348476812,0.0003832354648403147,0.005124186432107214,-0.02113745828295288
2019-07-12,-0.06707856915530996,-0.031628934992973035,0.00433188582443611,0.032853683752368745
2019-07-19,0.02269930002520404,0.018680217523667553,0.002998318042719106,-0.008392197768301024
2019-07-26,-0.027119537062235688,-0.0178739876483468,0.007099300934087394,-0.07216847823689154
2019-08-02,-0.0053008011047842585,-0.0035833492819670187,-0.018387060724165294,-0.02629547876800764
2019-08-09,-0.016956211944120003,-0.0023190887435176055,0.0012120530133583607,-0.014742813891144069
2019-08-16,-0.023564950514463612,-0.08130290027000009,-0.002813984474895004,-0.09362315305488245
2019-08-23,-0.004584659381704714,0.014772408903970913,0.03347796631456035,4.386506646703037e-05
2019-08-30,-0.02030923662294004,0.039305188389276546,0.006939780485482938,0.007141549322082108
2019-09-06,0.02298331655437269,-0.006766860708715461,-0.021294697414518615,0.03839807961567865
2019-09-13,0.053919766761806764,0.04767622731127252,0.06037563851160899,0.06809749296172796
2019-09-20,-0.002158099957558557,-0.05311944410981251,-0.018207690046670666,-0.060348405912009406
2019-09-27,0.048868852054146705,0.02468491328794764,0.007367261414995441,-0.024892377574315505
2019-10-04,0.015379595079883068,-0.0208574996823091,-0.02522205692531687,-0.04038542181289562
2019-10-11,0.10529474516567094,0.05337656000245916,0.01521998061174945,0.05304783210085118
2019-10-18,-0.013789376150916133,0.0450940431326885,-0.013523452483097165,0.026069543400498052
2019-10-25,-0.0018930684803286635,0.012649930456866354,0.04878475862596443,0.08137801473204243
2019-11-01,0.025209785956231467,-0.023484028336823504,-0.023136077176584946,-0.02439769024188454
2019-11-08,0.10314337662881612,0.09746497494522521,0.025594289165764783,0.0012741936769029572
2019-11-15,0.0005365292607537597,0.006643050362779679,-0.015555196156232576,-0.07062054064890211
2019-11-22,-0.02650497140981989,-0.023019471558772375,-0.010238155599653131,-0.0029778716758399604
2019-11-29,-0.01142496287231376,-0.010447681921720298,0.001183337229436754,-0.007775208515997445
2019-12-06,0.02711504997731007,-0.013183953314567787,-0.03106279494549269,-0.03671219731739572
2019-12-13,0.011391556220040178,-0.02049585370344431,-0.03612327667207438,-0.016291705353705832
2019-12-20,-0.019749400801121753,-0.02368755223951846,-0.007678277342222595,0.04022612319438834
2019-12-27,-0.005951429972357869,-0.020828907765357618,-0.01151098343823731,-0.026497497525523772
2020-01-03,0.009409833973263337,-0.04924143084344568,0.002148007335047275,-0.026182164524318097
2020-01-10,0.08726489952359584,0.005003810309009982,-0.01697228119912486,-0.02136346641886422
2020-01-17,-0.05544867838842238,-0.05540797405829645,0.00015435769259175558,0.01984903476536437
2020-01-24,-0.027159898174567543,-0.04384193594877761,0.0382514860466171,-0.01650410889960774
2020-01-31,-0.00857115360159455,-0.02002174928732159,-0.006536979339782589,-0.007717392658008637
2020-02-07,0.025817497538880074,0.03050193894118447,0.009787933443689667,0.029602838439478196
2020-02-14,-0.012704438629607129,0.019636716319264336,-0.0033620225022514827,0.013132069028015003
2020-02-21,-0.0007331274247116548,-0.013423147257886292,-0.012293711968579868,-0.034713591643318
2020-02-28,-0.09435962597149661,-0.09602800956834989,-0.06800500818463584,-0.20033409650939438
2020-03-06,-0.04548538235571964,-0.024535615587877757,-0.012292252902818768,-0.16782354576172576
2020-03-13,0.05525158629839888,-0.09290150873844694,-0.00938389648536897,-0.016018386550170072
2020-03-20,-0.10707230212030716,0.12426426548431946,-0.07646360962489873,-0.12483708428483142
2020-03-27,-0.0016182560997921591,-0.11485541570895241,0.03638233696918225,0.24997282203216287
2020-04-03,-0.0595835986714498,-0.10056944698620651,-0.1397444068511895,-0.31041328029846227
2020-04-10,0.04578220592499038,-0.004036388863538631,0.0731540659231742,0.21125085573035518
2020-04-17,-0.008487032014587559,-0.09073515390781606,-0.17515117505022781,-0.10551464467646021
2020-04-24,-0.03670920403510147,-0.12634453279871416,-0.04647770414655439,-0.09574545416659652
2020-05-01,0.028191125524754113,0.13833738590037037,-0.0012838257249038199,0.034133440566248896
2020-05-08,-0.035348712800649884,-0.08158549860773479,-0.10445444118471159,-0.08199786323287828
2020-05-15,-0.1232147957640527,-0.014723289968561204,-0.09986537474605317,-0.08591999633798952
2020-05-22,0.24836309044449312,0.041411674872989135,0.17742912455918813,0.040969861877566904
2020-05-29,0.09662106806961313,0.10728132335469187,0.08181420204617207,0.05240772390849524
2020-06-05,0.06162307036552517,0.139870159430745,0.14026079306454342,0.7213288218026044
2020-06-12,-0.06210017519092492,0.01098589230591096,-0.012718601032777888,-0.05173153615877801
2020-06-19,-0.01841350544515108,-0.04720784916861087,-0.0553540494055359,-0.06275996438904019
2020-06-26,-0.05126244584627615,-0.08700364605660615,-0.04633309369377492,-0.19761946165830313
2020-07-03,-0.01845295559715998,-0.04464607876915505,0.027385690125083295,-0.03050567620748934
2020-07-10,-0.0229771466394314,-0.051756105664504504,-0.043958959001277886,-0.06238145635238812
2020-07-17,0.05746036066550486,-0.002054386036654865,0.014931768006675172,-0.01497390394943332
2020-07-24,0.03887829029453982,-0.055772614405655174,-0.06954848436979844,-0.04083877619135157
2020-07-31,0.002319522871324642,-0.10818762877924293,-0.04157724467672086,-0.04096145595160128
2020-08-07,0.005361266662916586,0.04208993195461619,0.05286601707395544,0.14725723752844178
2020-08-14,-0.002164012713812724,0.07505821697211501,0.042241503710678474,0.016587439309887264
2020-08-21,0.015094972441583865,-0.007902996484375313,-0.013224703829929574,-0.09497944843309325
2020-08-28,0.0518590498808873,0.011917265279393519,0.08613611155630974,0.08496848420417513
2020-09-04,-0.009337618971809736,0.03332197175717144,0.03804892799412285,0.024575914784788933
2020-09-11,0.03915309302475867,-0.040870766330582176,0.013921717777617082,-0.023401537162311414
2020-09-18,0.01793078360063949,0.018911729004720268,0.029028190358459494,0.02496805801454771
2020-09-25,-0.0363186160390534,-0.17409404432212994,-0.0622117634634034,-0.06190415682974948
2020-10-02,-0.01661498893777913,-0.014862468503733517,0.029597670018294497,0.04262409781669496
2020-10-09,0.02467851771851981,0.09967456185422474,-0.013416379059363992,-0.023057402890909184
2020-10-16,-0.045612282440730456,-0.0604778995612929,-0.0031770336872020133,-0.05797888048912425
2020-10-23,0.08726484929336842,0.12942718540791154,0.08366457699775054,0.016523344890543412
2020-10-30,-0.04555530448014333,-0.07569852595107307,-0.019791227391368738,-0.048367164102789295
2020-11-06,0.01857521242983573,-0.06455486299887836,-0.061093827771850906,-0.05727889052493196
2020-11-13,0.14717674073097164,0.215650985008484,0.07515255531583209,0.046489572013495684
2020-11-20,0.03541148354985291,0.0353099912917163,0.045531691273144714,0.03139398180272601
2020-11-27,-0.04002848354786914,0.0424425133871944,0.025374602681467184,0.17281556436533818
2020-12-04,0.10306261714875298,-0.014220085397836035,-0.01963580269792775,0.07809043428935802
2020-12-11,-0.0711783664088309,-0.03939394161527343,-0.026292010385166042,0.04927429656305704
2020-12-18,0.0071933845631326765,-0.003792835276769324,-0.009273181616411552,-0.0442142717229389
2020-12-25,-0.007644222020414593,0.019886159219916766,0.007143055654303843,-0.04977214842936917
2021-01-01,0.0040183259830819384,0.08254085074732709,-0.007184722970330126,-0.007290885701743521
2021-01-08,-0.03999776066149907,-0.05109130005150886,-0.010328288784226203,-0.05884980277123042
2021-01-15,0.01986604345827714,0.020490339470303764,0.007942972491431277,0.05639329271322602
2021-01-22,-0.048652004550859496,-0.07228248433284579,-0.0037857971017480896,-0.015623689819989517
2021-01-29,-0.06127877859960251,0.10146618666520457,-0.03967981534918252,0.1184551735897158
2021-02-05,0.052933176631048795,-0.003724005600587388,0.09258578556548303,-0.04530228512967871
2021-02-12,-0.009096378228003799,-0.051538554040778006,0.01342498753666832,-0.007695531071975292
2021-02-19,0.00981672030535019,0.042308131921068415,0.03577904550295241,0.08879092208414086
2021-02-26,0.04709695259917768,0.13723231366207445,0.12519904596463538,0.14544551575961673
2021-03-05,-0.012729181508018605,-0.05203506323995155,-0.028894438860513683,-0.0314791162596767
2021-03-12,0.004255417864383659,-0.01149299737383469,0.0458136861810996,0.11639432985819353
2021-03-19,0.032147365797399186,-0.024629944319688235,0.007996341496809833,0.07613239822350804
2021-03-26,-0.004816149889377064,-0.0677168225443765,-0.01176996610562786,-0.09739909134524649
2021-04-02,0.0018137578955659261,-0.008387218877362823,-0.011241949035828203,0.029153120476949734
2021-04-09,-0.08144362233593738,-0.01506276601110268,0.007486217523659633,-0.040509367040155175
2021-04-16,-0.0316334700859805,-0.056067990847158966,-0.029966433738816134,-0.07787177914398624
2021-04-23,0.018384211077675405,-0.023380890933815124,-0.012518008357510158,-0.04049488140314317
2021-04-30,0.0685433808973619,0.03544737004859244,0.020076106840161145,0.028656970697366724
2021-05-07,0.010035962364969064,0.034263396159889936,-0.030140540653524894,0.0005909493125995091
2021-05-14,-0.01583673189256396,-0.02189117745086744,0.024259917701342615,0.03206215774926846
2021-05-21,0.0019808788804416277,-0.057889889335619005,-0.03116328232011123,0.011899514570036684
2021-05-28,-0.002011408431977779,0.03995458703709143,0.011189123080132424,0.06238191682409555
2021-06-04,-0.029858036109402963,-0.0022017039539499184,-0.053480173588493995,-0.0036569342694703355
2021-06-11,-0.006781130837151594,-0.0011663258225576012,-0.020886934522790557,-0.03583618189602733
2021-06-18,-0.010576609425198669,-0.0207089909010999,-0.02227295540378249,-0.033630774555725274
2021-06-25,-0.03630557960297398,-0.07368553661623967,-0.03901764539947472,-0.03056191809203246
2021-07-02,0.0001858137226558032,-0.01977977661098229,-0.033050864476317,-0.0500388187998827
2021-07-09,-0.033006223407260116,0.019661331394271286,-0.019235607791656117,-0.031421605156609855
2021-07-16,-0.04689919845752444,-0.022916049126273097,-0.045749221751897995,-0.04295555427937814
2021-07-23,0.006758034605480745,-0.007119627158727937,-0.003729340819098148,0.05169025945350292
2021-07-30,0.04699221183978797,-0.026814664211841754,0.00019651410049992268,-0.03493247900112362
2021-08-06,-0.002967799470731336,-0.026877867204256,-0.005428736078880503,0.022015957767931083
2021-08-13,-0.02295131829769237,-0.019994264586034483,-0.013207583740407758,-0.06323267277808897
2021-08-20,-0.02095871566761498,-0.07078088352038059,-0.05461086286843353,-0.06164729525681978
2021-08-27,0.01577584204441007,0.008033032217051428,0.05908217615913669,0.07773087678838642
2021-09-03,-0.008086005207398217,-0.0585852330865535,-0.04548030973479544,-0.047816603142181835
2021-09-10,-0.0081227961259831,-0.012981933624633069,-0.0027034456735853807,-0.0047386279841452605
2021-09-17,0.10033139532204849,0.02701062412486477,0.030374203669400912,0.04690034418295175
2021-09-24,-0.013220850396148287,0.05870320242046989,0.071739991080769,0.07906256029127712
2021-10-01,0.04918494729433709,0.021131781670505223,0.05047629925257424,0.034249350959150826
2021-10-08,-0.02259185527558938,-0.08142307514607916,-0.015783901689281676,-0.08085148463090142
2021-10-15,-0.0014716762454975996,0.024070506496746802,-0.08424839947145701,-0.02270888102361701
2021-10-22,-0.09568700922913498,-0.10708155695316224,-0.07065425994089147,-0.05798611454955349
2021-10-29,0.0337364120982615,0.0313160949051674,-0.020655588589107432,-0.010696193600074233
2021-11-05,0.07117229977627071,0.19252588681337035,0.0846863334069301,0.11644908635207907
2021-11-12,-0.0755122695042556,-0.051163261740416965,-0.06982177475114049,-0.06699412158777152
2021-11-19,-0.07534361171153892,-0.07971534517780621,-0.036063988204541486,-0.053004863162243177
2021-11-26,-0.03362706577084795,-0.08264849426282561,-0.01793511843200679,-0.0573601307556012
2021-12-03,0.018029545272780445,0.062266377815526464,-0.002894883686270777,-0.051432417001597175
2021-12-10,-0.03993914661522047,0.019954063353792684,-0.09041723494086806,0.04538526078922289
2021-12-17,0.022181530586399933,0.010586044971461095,-0.03564606990330965,-0.039463228817738116
2021-12-24,0.01845899400378781,0.03156029566897822,0.03296686437933416,0.05452953468279054
2021-12-31,-0.032487994958554034,-0.025878585063167314,0.014620440240963761,-0.024976164278407653
2022-01-07,0.15219453580527464,0.16207038587258837,0.07729471315577607,0.09220154037911865
2022-01-14,0.019153802450097124,0.02779829663436073,0.0133957552477465,-0.0379433778563103
2022-01-21,0.01931080906341276,0.010962880515575812,0.003342760833969338,-0.06162950592595917
2022-01-28,-0.029660331246545435,-0.024789650094614868,-0.017855474429491425,-0.048201195267150276
2022-02-04,0.059311712166586705,-0.007986869662538476,0.0015073456229508508,0.03629346349541751
2022-02-11,0.036895740247724795,0.1207971511780277,0.06102655299209392,0.08871226226801587
2022-02-18,-0.09599797532152476,0.014464340659723018,0.025673381728004152,0.03055428117340897
2022-02-25,-0.0589225611895795,-0.05441795381887182,-0.026495958033048272,-0.03117095278374915
2022-03-04,-0.1708183689289866,-0.18251915745454672,-0.08608220708413272,-0.15165405813014676
2022-03-11,-0.01463118675365116,0.18198203746730413,0.017958204439798342,-0.010293567747942545
2022-03-18,0.022441750508569225,0.008317254399407892,0.012994298422223993,0.1331635158023925
